Script_Id,Genre
546,Romance
546,Comedy
259,Drama
259,Romance
259,Comedy
1067,Drama
1067,Romance
532,Comedy
532,Drama
532,Thriller
326,Action
326,Crime
326,Drama
757,Crime
757,Drama
757,Thriller
586,Animation
586,Action
586,Comedy
586,Family
824,Drama
824,Romance
223,Action
223,Crime
223,Drama
223,Mystery
223,Thriller
881,Drama
881,Romance
418,Thriller
418,Action
418,Crime
418,Drama
359,Adventure
359,Drama
359,Fantasy
254,Action
254,Adventure
254,Fantasy
430,Crime
430,Drama
430,Mystery
764,Comedy
764,Action
764,Family
764,Thriller
594,Action
594,Thriller
252,Mystery
252,Romance
252,Thriller
987,Action
987,Adventure
987,Sci-Fi
987,Thriller
601,Crime
601,Drama
601,Thriller
290,Comedy
505,Comedy
505,Drama
266,Action
266,Crime
266,Drama
266,Thriller
787,Action
787,Adventure
787,Comedy
283,Adventure
283,Drama
283,Western
564,Action
319,Comedy
319,Fantasy
319,Adventure
393,Drama
393,Fantasy
393,Horror
393,Romance
393,Sci-Fi
137,Drama
137,Fantasy
115,Horror
115,Thriller
369,Animation
369,Adventure
369,Comedy
369,Family
751,Comedy
751,Thriller
751,Crime
605,Action
605,Fantasy
605,Horror
605,Thriller
524,Crime
524,Drama
355,Comedy
355,Romance
355,Drama
44,Action
44,Horror
44,Sci-Fi
44,Thriller
322,Biography
322,Drama
322,Music
84,Comedy
84,Horror
84,Mystery
299,Action
299,Drama
299,Thriller
394,Comedy
394,Sci-Fi
920,Action
920,Adventure
920,Drama
1057,Drama
1057,Romance
651,Action
651,Crime
651,Drama
651,Thriller
892,Comedy
892,Romance
536,Horror
536,Thriller
90,Action
90,Sci-Fi
90,Thriller
992,Action
992,Horror
992,Sci-Fi
992,Thriller
658,Drama
520,Action
520,Sci-Fi
520,Thriller
147,Comedy
147,Family
147,Fantasy
637,Adventure
637,Fantasy
637,Sci-Fi
637,Drama
637,Mystery
1049,Mystery
1049,Romance
1049,Sci-Fi
1049,Thriller
714,Comedy
714,Drama
660,Comedy
660,Drama
30,Romance
30,Sci-Fi
30,Thriller
42,Action
42,Drama
42,Horror
42,Sci-Fi
42,Thriller
707,Crime
707,Drama
707,Thriller
523,Adventure
523,Fantasy
523,Mystery
975,Comedy
975,Drama
704,Comedy
704,Drama
704,Romance
217,Crime
217,Drama
1004,Horror
1004,Thriller
977,Drama
977,Crime
977,Thriller
977,Horror
898,Animation
898,Adventure
898,Comedy
898,Family
898,Fantasy
898,Romance
247,Action
247,Drama
309,Crime
309,Mystery
309,Thriller
170,Drama
170,Romance
815,Drama
815,Music
694,Horror
694,Mystery
694,Thriller
301,Action
301,Crime
301,Thriller
262,Drama
262,Thriller
262,War
574,Drama
647,Comedy
887,Drama
887,Romance
887,Comedy
686,Comedy
686,Fantasy
686,Romance
186,Action
