Script_Id,Script_Title,Movie_Release_Date,Script_Date,Raw_Script_URL,Raw_Script_Loc,rt_id,rt_title,rt_year,rt_critics_score,rt_audience_score
605,Legion,10-Jan,7-Oct,http://www.imsdb.com//scripts/Legion.html,raw_Script/Legion.txt,770784236.0,Legion,2010.0,20.0,31.0
606,Les Miserables,12-Dec,12-May,http://www.imsdb.com//scripts/Les-Miserables.html,raw_Script/Les Miserables.txt,771253949.0,Les Miserables,2012.0,70.0,79.0
610,Liar Liar,Mar-97,Apr-96,http://www.imsdb.com//scripts/Liar-Liar.html,raw_Script/Liar Liar.txt,12169.0,Liar Liar,1997.0,81.0,75.0
611,Life,Apr-99,,http://www.imsdb.com//scripts/Life.html,raw_Script/Life.txt,13169.0,Life,1999.0,50.0,78.0
613,"Life of David Gale, The",3-Feb,Mar-98,"http://www.imsdb.com//scripts/Life-of-David-Gale,-The.html","raw_Script/Life of David Gale, The.txt",13604.0,The Life of David Gale,2003.0,19.0,82.0
614,Life of Pi,12-Nov,,http://www.imsdb.com//scripts/Life-of-Pi.html,raw_Script/Life of Pi.txt,770673482.0,Life of Pi,2012.0,87.0,85.0
615,Light Sleeper,Aug-92,,http://www.imsdb.com//scripts/Light-Sleeper.html,raw_Script/Light Sleeper.txt,16237.0,Light Sleeper,1992.0,90.0,64.0
617,Limitless,11-Mar,9-Dec,http://www.imsdb.com//scripts/Limitless.html,raw_Script/Limitless.txt,771036677.0,Limitless,2011.0,70.0,73.0
618,Lincoln,12-Nov,11-Dec,http://www.imsdb.com//scripts/Lincoln.html,raw_Script/Lincoln.txt,770682079.0,Lincoln,2012.0,90.0,81.0
619,"Lincoln Lawyer, The",11-Mar,6-Jul,"http://www.imsdb.com//scripts/Lincoln-Lawyer,-The.html","raw_Script/Lincoln Lawyer, The.txt",771021934.0,The Lincoln Lawyer,2011.0,83.0,82.0
621,Little Athens,6-Nov,4-Mar,http://www.imsdb.com//scripts/Little-Athens.html,raw_Script/Little Athens.txt,309887147.0,Little Athens,2005.0,40.0,31.0
622,"Little Mermaid, The",,1989,"http://www.imsdb.com//scripts/Little-Mermaid,-The.html","raw_Script/Little Mermaid, The.txt",9373.0,The Little Mermaid,1989.0,92.0,88.0
624,Living in Oblivion,Jun-95,,http://www.imsdb.com//scripts/Living-in-Oblivion.html,raw_Script/Living in Oblivion.txt,13774.0,Living in Oblivion,1995.0,87.0,87.0
625,"Lock, Stock and Two Smoking Barrels",,1998,"http://www.imsdb.com//scripts/Lock,-Stock-and-Two-Smoking-Barrels.html","raw_Script/Lock, Stock and Two Smoking Barrels.txt",15261.0,"Lock, Stock and Two Smoking Barrels",1999.0,76.0,93.0
628,"Long Kiss Goodnight, The",,1996,"http://www.imsdb.com//scripts/Long-Kiss-Goodnight,-The.html","raw_Script/Long Kiss Goodnight, The.txt",13322.0,The Long Kiss Goodnight,1996.0,67.0,71.0
629,Looper,12-Sep,,http://www.imsdb.com//scripts/Looper.html,raw_Script/Looper.txt,771186945.0,Looper,2012.0,93.0,82.0
631,"Lord of the Rings  Fellowship of the Ring, The",,,"http://www.imsdb.com//scripts/Lord-of-the-Rings-Fellowship-of-the-Ring,-The.html","raw_Script/Lord of the Rings  Fellowship of the Ring, The.txt",12769.0,The Lord of the Rings: The Fellowship of the Ring,2001.0,91.0,95.0
632,Lord of the Rings  Return of the King,3-Dec,3-Oct,http://www.imsdb.com//scripts/Lord-of-the-Rings-Return-of-the-King.html,raw_Script/Lord of the Rings  Return of the King.txt,10156.0,The Lord of the Rings: The Return of the King,2003.0,94.0,86.0
633,Lord of the Rings  The Two Towers,2-Dec,,http://www.imsdb.com//scripts/Lord-of-the-Rings-The-Two-Towers.html,raw_Script/Lord of the Rings  The Two Towers.txt,771323009.0,Lord Of The Rings: The Fellowship Of The Rings & Two Towers (Dou,2003.0,-1.0,90.0
634,Lord of War,5-Sep,,http://www.imsdb.com//scripts/Lord-of-War.html,raw_Script/Lord of War.txt,7583.0,Lord of War,2005.0,61.0,85.0
635,"Losers, The",10-Apr,7-Feb,"http://www.imsdb.com//scripts/Losers,-The.html","raw_Script/Losers, The.txt",770818088.0,The Losers,2010.0,49.0,54.0
636,Lost Highway,,Jun-95,http://www.imsdb.com//scripts/Lost-Highway.html,raw_Script/Lost Highway.txt,16879.0,Lost Highway,1997.0,59.0,88.0
637,Lost Horizon,Sep-37,Mar-36,http://www.imsdb.com//scripts/Lost-Horizon.html,raw_Script/Lost Horizon.txt,17127.0,Lost Horizon,1937.0,100.0,82.0
638,Lost in Space,,1998,http://www.imsdb.com//scripts/Lost-in-Space.html,raw_Script/Lost in Space.txt,10920.0,Lost in Space,1998.0,29.0,24.0
639,Lost in Translation,3-Oct,2-Sep,http://www.imsdb.com//scripts/Lost-in-Translation.html,raw_Script/Lost in Translation.txt,12972.0,Lost In Translation,2003.0,95.0,86.0
641,Machete,10-Sep,,http://www.imsdb.com//scripts/Machete.html,raw_Script/Machete.txt,770672158.0,Machete,2010.0,72.0,64.0
642,Machine Gun Preacher,11-Sep,10-Sep,http://www.imsdb.com//scripts/Machine-Gun-Preacher.html,raw_Script/Machine Gun Preacher.txt,771237853.0,Machine Gun Preacher,2011.0,29.0,63.0
643,Mad Max 2  The Road Warrior,May-82,Apr-81,http://www.imsdb.com//scripts/Mad-Max-2-The-Road-Warrior.html,raw_Script/Mad Max 2  The Road Warrior.txt,13087.0,Mad Max 2: The Road Warrior,1981.0,100.0,85.0
647,Major League,,1989,http://www.imsdb.com//scripts/Major-League.html,raw_Script/Major League.txt,13022.0,Major League,1989.0,81.0,85.0
648,Malcolm X,,1991,http://www.imsdb.com//scripts/Malcolm-X.html,raw_Script/Malcolm X.txt,10624.0,Malcolm X,1992.0,91.0,92.0
649,Malibu's Most Wanted,,2-Jul,http://www.imsdb.com//scripts/Malibu's-Most-Wanted.html,raw_Script/Malibu's Most Wanted.txt,11677.0,Malibu's Most Wanted,2003.0,30.0,54.0
651,Man On Fire,4-Apr,3-Feb,http://www.imsdb.com//scripts/Man-On-Fire.html,raw_Script/Man On Fire.txt,12876.0,Man on Fire,2004.0,39.0,90.0
652,Man on the Moon,,1999,http://www.imsdb.com//scripts/Man-on-the-Moon.html,raw_Script/Man on the Moon.txt,13765.0,Man on the Moon,1999.0,63.0,79.0
653,Man Trouble,,Apr-91,http://www.imsdb.com//scripts/Man-Trouble.html,raw_Script/Man Trouble.txt,12534.0,Man Trouble,1992.0,17.0,15.0
654,"Man Who Knew Too Much, The",,May-55,"http://www.imsdb.com//scripts/Man-Who-Knew-Too-Much,-The.html","raw_Script/Man Who Knew Too Much, The.txt",10334.0,The Man Who Knew Too Much,1956.0,89.0,81.0
656,"Manchurian Candidate, The",4-Jul,3-Aug,"http://www.imsdb.com//scripts/Manchurian-Candidate,-The.html","raw_Script/Manchurian Candidate, The.txt",14500.0,The Manchurian Candidate,2004.0,81.0,63.0
658,Margaret,11-Sep,5-Nov,http://www.imsdb.com//scripts/Margaret.html,raw_Script/Margaret.txt,771164930.0,Margaret,2011.0,72.0,48.0
659,Margin Call,11-Oct,10-Jul,http://www.imsdb.com//scripts/Margin-Call.html,raw_Script/Margin Call.txt,771225052.0,Margin Call,2011.0,88.0,74.0
660,Margot at the Wedding,7-Nov,,http://www.imsdb.com//scripts/Margot-at-the-Wedding.html,raw_Script/Margot at the Wedding.txt,770673924.0,Margot at the Wedding,2007.0,52.0,40.0
661,"Mariachi, El",,,"http://www.imsdb.com//scripts/Mariachi,-El.html","raw_Script/Mariachi, El.txt",13961.0,El Mariachi,1993.0,93.0,76.0
662,Marley & Me,8-Dec,7-Mar,http://www.imsdb.com//scripts/Marley-&-Me.html,raw_Script/Marley & Me.txt,770728939.0,Marley & Me,2008.0,64.0,75.0
663,Martha Marcy May Marlene,11-Oct,,http://www.imsdb.com//scripts/Martha-Marcy-May-Marlene.html,raw_Script/Martha Marcy May Marlene.txt,771224182.0,Martha Marcy May Marlene,2011.0,90.0,71.0
664,Marty,Jul-55,,http://www.imsdb.com//scripts/Marty.html,raw_Script/Marty.txt,17218.0,Marty,1955.0,100.0,88.0
666,"Mask, The",Jul-94,,"http://www.imsdb.com//scripts/Mask,-The.html","raw_Script/Mask, The.txt",11568.0,The Mask,1994.0,77.0,67.0
667,Master and Commander,3-Nov,,http://www.imsdb.com//scripts/Master-and-Commander.html,raw_Script/Master and Commander.txt,10125.0,Master and Commander: The Far Side of the World,2003.0,85.0,80.0
668,"Master, The",12-Sep,,"http://www.imsdb.com//scripts/Master,-The.html","raw_Script/Master, The.txt",771206753.0,The Master,2012.0,85.0,60.0
670,"Matrix Reloaded, The",,Apr-99,"http://www.imsdb.com//scripts/Matrix-Reloaded,-The.html","raw_Script/Matrix Reloaded, The.txt",13008.0,The Matrix Reloaded,2003.0,73.0,72.0
671,"Matrix, The",,Jun-97,"http://www.imsdb.com//scripts/Matrix,-The.html","raw_Script/Matrix, The.txt",12897.0,The Matrix,1999.0,87.0,85.0
672,Max Payne,8-Oct,7-Aug,http://www.imsdb.com//scripts/Max-Payne.html,raw_Script/Max Payne.txt,770706171.0,Max Payne,2008.0,16.0,30.0
673,Mean Streets,Oct-73,,http://www.imsdb.com//scripts/Mean-Streets.html,raw_Script/Mean Streets.txt,14993.0,Mean Streets,1973.0,98.0,85.0
674,"Mechanic, The",11-Jan,9-Jul,"http://www.imsdb.com//scripts/Mechanic,-The.html","raw_Script/Mechanic, The.txt",771022182.0,The Mechanic,2011.0,53.0,51.0
675,Meet Joe Black,,1998,http://www.imsdb.com//scripts/Meet-Joe-Black.html,raw_Script/Meet Joe Black.txt,12724.0,Meet Joe Black,1998.0,51.0,81.0
676,Meet John Doe,May-41,,http://www.imsdb.com//scripts/Meet-John-Doe.html,raw_Script/Meet John Doe.txt,20170.0,Meet John Doe,1941.0,88.0,83.0
677,Megamind,10-Nov,,http://www.imsdb.com//scripts/Megamind.html,raw_Script/Megamind.txt,770805424.0,Megamind,2010.0,73.0,71.0
679,Men in Black,,1997,http://www.imsdb.com//scripts/Men-in-Black.html,raw_Script/Men in Black.txt,12656.0,Men in Black,1997.0,91.0,79.0
680,Men in Black 3,12-May,,http://www.imsdb.com//scripts/Men-in-Black-3.html,raw_Script/Men in Black 3.txt,771041419.0,Men in Black III,2012.0,70.0,71.0
681,"Men Who Stare at Goats, The",9-Nov,8-Oct,"http://www.imsdb.com//scripts/Men-Who-Stare-at-Goats,-The.html","raw_Script/Men Who Stare at Goats, The.txt",770790932.0,The Men Who Stare at Goats,2009.0,52.0,39.0
682,Metro,,1997,http://www.imsdb.com//scripts/Metro.html,raw_Script/Metro.txt,15996.0,Metro,1997.0,15.0,27.0
683,Miami Vice,6-Jul,4-Sep,http://www.imsdb.com//scripts/Miami-Vice.html,raw_Script/Miami Vice.txt,190816390.0,Miami Vice,2006.0,47.0,43.0
685,Midnight Express,Oct-78,Jun-77,http://www.imsdb.com//scripts/Midnight-Express.html,raw_Script/Midnight Express.txt,13816.0,Midnight Express,1978.0,95.0,90.0
686,Midnight in Paris,11-Jun,,http://www.imsdb.com//scripts/Midnight-in-Paris.html,raw_Script/Midnight in Paris.txt,771040308.0,Midnight in Paris,2011.0,93.0,82.0
687,Mighty Morphin Power Rangers  The Movie,Jun-95,Oct-94,http://www.imsdb.com//scripts/Mighty-Morphin-Power-Rangers-The-Movie.html,raw_Script/Mighty Morphin Power Rangers  The Movie.txt,11319.0,Mighty Morphin Power Rangers - The Movie,1995.0,50.0,57.0
688,Milk,8-Nov,,http://www.imsdb.com//scripts/Milk.html,raw_Script/Milk.txt,770684396.0,Milk,2008.0,94.0,89.0
691,Mini's First Time,6-Jun,,http://www.imsdb.com//scripts/Mini's-First-Time.html,raw_Script/Mini's First Time.txt,248006765.0,Mini's First Time,2006.0,54.0,47.0
693,"Miracle Worker, The",Jul-62,Jul-61,"http://www.imsdb.com//scripts/Miracle-Worker,-The.html","raw_Script/Miracle Worker, The.txt",18244.0,The Miracle Worker,1962.0,100.0,88.0
694,Mirrors,8-Aug,7-Jan,http://www.imsdb.com//scripts/Mirrors.html,raw_Script/Mirrors.txt,770740067.0,Mirrors,2008.0,14.0,45.0
698,Mission to Mars,Mar-00,,http://www.imsdb.com//scripts/Mission-to-Mars.html,raw_Script/Mission to Mars.txt,10912.0,Mission To Mars,2000.0,25.0,30.0
699,Moneyball,11-Sep,,http://www.imsdb.com//scripts/Moneyball.html,raw_Script/Moneyball.txt,771189939.0,Moneyball,2011.0,94.0,86.0
700,Monkeybone,1-Feb,Feb-99,http://www.imsdb.com//scripts/Monkeybone.html,raw_Script/Monkeybone.txt,11961.0,Monkeybone,2001.0,20.0,28.0
702,Monte Carlo,11-Jul,7-Nov,http://www.imsdb.com//scripts/Monte-Carlo.html,raw_Script/Monte Carlo.txt,771202906.0,Monte Carlo,2011.0,38.0,49.0
703,Moon,9-Jun,7-Nov,http://www.imsdb.com//scripts/Moon.html,raw_Script/Moon.txt,770782176.0,Moon,2009.0,89.0,89.0
704,Moonrise Kingdom,12-Jun,11-May,http://www.imsdb.com//scripts/Moonrise-Kingdom.html,raw_Script/Moonrise Kingdom.txt,771242131.0,Moonrise Kingdom,2012.0,94.0,86.0
705,Moonstruck,,1987,http://www.imsdb.com//scripts/Moonstruck.html,raw_Script/Moonstruck.txt,10256.0,Moonstruck,1987.0,93.0,81.0
706,Mr Blandings Builds His Dream House,Jun-48,,http://www.imsdb.com//scripts/Mr-Blandings-Builds-His-Dream-House.html,raw_Script/Mr Blandings Builds His Dream House.txt,18202.0,Mr. Blandings Builds His Dream House,1948.0,80.0,76.0
707,Mr Brooks,7-Jun,,http://www.imsdb.com//scripts/Mr-Brooks.html,raw_Script/Mr Brooks.txt,577183017.0,Mr. Brooks,2007.0,55.0,76.0
708,Mr Deeds Goes to Town,Apr-36,Dec-35,http://www.imsdb.com//scripts/Mr-Deeds-Goes-to-Town.html,raw_Script/Mr Deeds Goes to Town.txt,18903.0,Mr. Deeds Goes to Town,1936.0,94.0,86.0
711,Mud,13-May,11-Sep,http://www.imsdb.com//scripts/Mud.html,raw_Script/Mud.txt,771307452.0,Mud,2013.0,98.0,80.0
712,Mulan,,1998,http://www.imsdb.com//scripts/Mulan.html,raw_Script/Mulan.txt,9714.0,Mulan,1998.0,86.0,84.0
714,Mumford,Sep-99,,http://www.imsdb.com//scripts/Mumford.html,raw_Script/Mumford.txt,14871.0,Mumford,1999.0,56.0,67.0
715,"Mummy, The",,1999,"http://www.imsdb.com//scripts/Mummy,-The.html","raw_Script/Mummy, The.txt",10585.0,The Mummy,1999.0,55.0,75.0
716,Music of the Heart,Oct-99,Jan-99,http://www.imsdb.com//scripts/Music-of-the-Heart.html,raw_Script/Music of the Heart.txt,10485.0,Music of the Heart,1999.0,63.0,73.0
717,My Best Friend's Wedding,,1997,http://www.imsdb.com//scripts/My-Best-Friend's-Wedding.html,raw_Script/My Best Friend's Wedding.txt,12712.0,My Best Friend's Wedding,1997.0,71.0,74.0
718,My Girl,Nov-91,,http://www.imsdb.com//scripts/My-Girl.html,raw_Script/My Girl.txt,11521.0,My Girl,1991.0,50.0,78.0
720,My Week with Marilyn,11-Dec,,http://www.imsdb.com//scripts/My-Week-with-Marilyn.html,raw_Script/My Week with Marilyn.txt,771219504.0,My Week with Marilyn,2011.0,84.0,71.0
727,New York Minute,4-May,3-Feb,http://www.imsdb.com//scripts/New-York-Minute.html,raw_Script/New York Minute.txt,11558.0,New York Minute,2004.0,11.0,47.0
728,Newsies,,Jun-91,http://www.imsdb.com//scripts/Newsies.html,raw_Script/Newsies.txt,10068.0,Newsies,1992.0,40.0,89.0
729,Next,7-Apr,4-May,http://www.imsdb.com//scripts/Next.html,raw_Script/Next.txt,611219283.0,Next,2007.0,28.0,54.0
731,"Next Three Days, The",10-Nov,9-Aug,"http://www.imsdb.com//scripts/Next-Three-Days,-The.html","raw_Script/Next Three Days, The.txt",770873457.0,The Next Three Days,2010.0,52.0,66.0
732,Nick of Time,Nov-95,Mar-95,http://www.imsdb.com//scripts/Nick-of-Time.html,raw_Script/Nick of Time.txt,13222.0,Nick of Time,1995.0,29.0,48.0
733,Night Time (The Poltergeist Treatment),Jun-82,Mar-80,http://www.imsdb.com//scripts/Night-Time-(The-Poltergeist-Treatment).html,raw_Script/Night Time (The Poltergeist Treatment).txt,770708707.0,Poltergeist,1982.0,87.0,78.0
734,Nightbreed,Feb-90,,http://www.imsdb.com//scripts/Nightbreed.html,raw_Script/Nightbreed.txt,13440.0,Nightbreed,1990.0,38.0,63.0
735,"Nightmare Before Christmas, The",,Aug-91,"http://www.imsdb.com//scripts/Nightmare-Before-Christmas,-The.html","raw_Script/Nightmare Before Christmas, The.txt",12490.0,The Nightmare Before Christmas,1993.0,94.0,92.0
739,Nine,9-Dec,9-Nov,http://www.imsdb.com//scripts/Nine.html,raw_Script/Nine.txt,770783485.0,Nine,2009.0,37.0,37.0
740,"Nines, The",7-Aug,6-Nov,"http://www.imsdb.com//scripts/Nines,-The.html","raw_Script/Nines, The.txt",528361347.0,The Nines,2006.0,64.0,62.0
741,Ninja Assassin,9-Nov,8-Jun,http://www.imsdb.com//scripts/Ninja-Assassin.html,raw_Script/Ninja Assassin.txt,770780587.0,Ninja Assassin,2009.0,26.0,54.0
742,Ninotchka,Nov-39,,http://www.imsdb.com//scripts/Ninotchka.html,raw_Script/Ninotchka.txt,18487.0,Ninotchka,1939.0,97.0,89.0
744,No Strings Attached,11-Jan,,http://www.imsdb.com//scripts/No-Strings-Attached.html,raw_Script/No Strings Attached.txt,771225438.0,No Strings Attached,2011.0,49.0,52.0
745,Notting Hill,,1999,http://www.imsdb.com//scripts/Notting-Hill.html,raw_Script/Notting Hill.txt,10110.0,Notting Hill,1999.0,83.0,79.0
748,Oblivion,13-Apr,11-Mar,http://www.imsdb.com//scripts/Oblivion.html,raw_Script/Oblivion.txt,771245728.0,Oblivion,2013.0,53.0,61.0
749,Observe and Report,9-Apr,,http://www.imsdb.com//scripts/Observe-and-Report.html,raw_Script/Observe and Report.txt,770801896.0,Observe and Report,2009.0,51.0,37.0
750,Obsessed,9-Apr,7-Oct,http://www.imsdb.com//scripts/Obsessed.html,raw_Script/Obsessed.txt,770885991.0,Obsessed,1988.0,-1.0,0.0
751,Ocean's Eleven,1-Dec,1-May,http://www.imsdb.com//scripts/Ocean's-Eleven.html,raw_Script/Ocean's Eleven.txt,10182.0,Ocean's Eleven,2001.0,82.0,79.0
752,Ocean's Twelve,4-Dec,,http://www.imsdb.com//scripts/Ocean's-Twelve.html,raw_Script/Ocean's Twelve.txt,10049.0,Ocean's Twelve,2004.0,55.0,61.0
753,Office Space,,Dec-97,http://www.imsdb.com//scripts/Office-Space.html,raw_Script/Office Space.txt,13020.0,Office Space,1999.0,79.0,93.0
757,Only God Forgives,13-Jul,,http://www.imsdb.com//scripts/Only-God-Forgives.html,raw_Script/Only God Forgives.txt,771303322.0,Only God Forgives,2013.0,39.0,38.0
758,Ordinary People,Sep-80,,http://www.imsdb.com//scripts/Ordinary-People.html,raw_Script/Ordinary People.txt,13029.0,Ordinary People,1980.0,92.0,88.0
760,Orphan,9-Jul,7-Feb,http://www.imsdb.com//scripts/Orphan.html,raw_Script/Orphan.txt,770801898.0,Orphan,2009.0,55.0,64.0
761,"Other Boleyn Girl, The",8-Feb,6-Feb,"http://www.imsdb.com//scripts/Other-Boleyn-Girl,-The.html","raw_Script/Other Boleyn Girl, The.txt",770672985.0,The Other Boleyn Girl,2008.0,42.0,62.0
764,"Pacifier, The",5-Mar,4-Mar,"http://www.imsdb.com//scripts/Pacifier,-The.html","raw_Script/Pacifier, The.txt",27.0,The Pacifier,2005.0,20.0,60.0
765,Pandorum,9-Sep,,http://www.imsdb.com//scripts/Pandorum.html,raw_Script/Pandorum.txt,770799661.0,Pandorum,2009.0,27.0,48.0
767,ParaNorman,12-Aug,,http://www.imsdb.com//scripts/ParaNorman.html,raw_Script/ParaNorman.txt,771242305.0,ParaNorman,2012.0,87.0,72.0
768,Pariah,11-Dec,,http://www.imsdb.com//scripts/Pariah.html,raw_Script/Pariah.txt,771228631.0,Pariah,2011.0,95.0,82.0
769,"Passion of Joan of Arc, The",29-Mar,,"http://www.imsdb.com//scripts/Passion-of-Joan-of-Arc,-The.html","raw_Script/Passion of Joan of Arc, The.txt",18673.0,The Passion of Joan of Arc (La Passion de Jeanne d'Arc),1928.0,97.0,94.0
771,Paul,11-Mar,,http://www.imsdb.com//scripts/Paul.html,raw_Script/Paul.txt,770788767.0,Paul,2011.0,71.0,61.0
773,Peeping Tom,May-60,,http://www.imsdb.com//scripts/Peeping-Tom.html,raw_Script/Peeping Tom.txt,19244.0,Peeping Tom,1960.0,95.0,86.0
775,Perfect Creature,7-Jul,4-May,http://www.imsdb.com//scripts/Perfect-Creature.html,raw_Script/Perfect Creature.txt,655804859.0,Perfect Creature,2006.0,-1.0,37.0
776,"Perfect World, A",,Dec-92,"http://www.imsdb.com//scripts/Perfect-World,-A.html","raw_Script/Perfect World, A.txt",11109.0,A Perfect World,1993.0,81.0,84.0
777,"Perks of Being a Wallflower, The",12-Oct,,"http://www.imsdb.com//scripts/Perks-of-Being-a-Wallflower,-The.html","raw_Script/Perks of Being a Wallflower, The.txt",771230011.0,The Perks of Being a Wallflower,2012.0,85.0,89.0
780,Petulia,Jun-68,Mar-67,http://www.imsdb.com//scripts/Petulia.html,raw_Script/Petulia.txt,446335917.0,Petulia,1968.0,91.0,82.0
784,"Pianist, The",2-Sep,,"http://www.imsdb.com//scripts/Pianist,-The.html","raw_Script/Pianist, The.txt",14246.0,The Pianist,2002.0,96.0,96.0
786,Pineapple Express,8-Aug,6-Nov,http://www.imsdb.com//scripts/Pineapple-Express.html,raw_Script/Pineapple Express.txt,770671939.0,Pineapple Express,2008.0,68.0,73.0
787,Pirates of the Caribbean,,,http://www.imsdb.com//scripts/Pirates-of-the-Caribbean.html,raw_Script/Pirates of the Caribbean.txt,10020.0,Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,79.0,86.0
788,Pirates of the Caribbean  Dead Man's Chest,6-Jul,6-Aug,http://www.imsdb.com//scripts/Pirates-of-the-Caribbean-Dead-Man's-Chest.html,raw_Script/Pirates of the Caribbean  Dead Man's Chest.txt,190815398.0,Pirates of the Caribbean: Dead Man's Chest,2006.0,54.0,72.0
791,Platinum Blonde,31-Oct,,http://www.imsdb.com//scripts/Platinum-Blonde.html,raw_Script/Platinum Blonde.txt,20805.0,Platinum Blonde,1931.0,100.0,66.0
794,Point Break,,1991,http://www.imsdb.com//scripts/Point-Break.html,raw_Script/Point Break.txt,13320.0,Point Break,1991.0,68.0,79.0
795,Pokemon  Mewtwo Returns,,2000,http://www.imsdb.com//scripts/Pokemon-Mewtwo-Returns.html,raw_Script/Pokemon  Mewtwo Returns.txt,19297.0,Pokemon - Mewtwo Returns,1997.0,-1.0,59.0
796,"Postman, The",,Nov-96,"http://www.imsdb.com//scripts/Postman,-The.html","raw_Script/Postman, The.txt",13330.0,The Postman,1997.0,9.0,49.0
797,"Power of One, The",,Feb-90,"http://www.imsdb.com//scripts/Power-of-One,-The.html","raw_Script/Power of One, The.txt",10312.0,The Power of One,1992.0,39.0,88.0
798,Precious,9-Nov,8-Jan,http://www.imsdb.com//scripts/Precious.html,raw_Script/Precious.txt,770803691.0,Precious: Based on the Novel Push by Sapphire,2008.0,91.0,81.0
800,Pretty Woman,,Sep-90,http://www.imsdb.com//scripts/Pretty-Woman.html,raw_Script/Pretty Woman.txt,13006.0,Pretty Woman,1990.0,62.0,68.0
801,Pride and Prejudice,5-Nov,,http://www.imsdb.com//scripts/Pride-and-Prejudice.html,raw_Script/Pride and Prejudice.txt,9185.0,Pride and Prejudice,2005.0,85.0,90.0
802,Priest,11-May,,http://www.imsdb.com//scripts/Priest.html,raw_Script/Priest.txt,770682648.0,Priest,2011.0,16.0,46.0
804,"Private Life of Sherlock Holmes, The",,,"http://www.imsdb.com//scripts/Private-Life-of-Sherlock-Holmes,-The.html","raw_Script/Private Life of Sherlock Holmes, The.txt",11335.0,The Private Life of Sherlock Holmes,1970.0,95.0,73.0
806,"Program, The",Sep-93,Nov-92,"http://www.imsdb.com//scripts/Program,-The.html","raw_Script/Program, The.txt",75470827.0,The Program,1993.0,42.0,82.0
807,Prom Night,Jul-80,,http://www.imsdb.com//scripts/Prom-Night.html,raw_Script/Prom Night.txt,770680887.0,Prom Night,2008.0,8.0,38.0
808,Prometheus,12-Jun,,http://www.imsdb.com//scripts/Prometheus.html,raw_Script/Prometheus.txt,771228969.0,Prometheus,2012.0,74.0,69.0
809,"Prophecy, The",Sep-95,,"http://www.imsdb.com//scripts/Prophecy,-The.html","raw_Script/Prophecy, The.txt",13074.0,The Prophecy,1995.0,41.0,66.0
810,"Proposal, The",9-Jun,6-Jun,"http://www.imsdb.com//scripts/Proposal,-The.html","raw_Script/Proposal, The.txt",770785598.0,The Proposal,2009.0,43.0,68.0
812,Public Enemies,9-Jul,7-Nov,http://www.imsdb.com//scripts/Public-Enemies.html,raw_Script/Public Enemies.txt,770681871.0,Public Enemies,2009.0,68.0,59.0
815,Purple Rain,Jul-84,,http://www.imsdb.com//scripts/Purple-Rain.html,raw_Script/Purple Rain.txt,13767.0,Purple Rain,1984.0,74.0,80.0
817,Queen of the Damned,,Aug-00,http://www.imsdb.com//scripts/Queen-of-the-Damned.html,raw_Script/Queen of the Damned.txt,13541.0,Queen of the Damned,2002.0,17.0,67.0
818,"Queen, The",6-Sep,,"http://www.imsdb.com//scripts/Queen,-The.html","raw_Script/Queen, The.txt",319163349.0,The Queen,2006.0,97.0,76.0
819,Rachel Getting Married,,,http://www.imsdb.com//scripts/Rachel-Getting-Married.html,raw_Script/Rachel Getting Married.txt,770784042.0,Rachel Getting Married,2008.0,85.0,62.0
824,"Reader, The",9-Jan,,"http://www.imsdb.com//scripts/Reader,-The.html","raw_Script/Reader, The.txt",770684517.0,The Reader,2008.0,61.0,79.0
826,Rear Window,,Dec-53,http://www.imsdb.com//scripts/Rear-Window.html,raw_Script/Rear Window.txt,10046.0,Rear Window,1954.0,100.0,95.0
829,Red Riding Hood,11-Mar,9-Jul,http://www.imsdb.com//scripts/Red-Riding-Hood.html,raw_Script/Red Riding Hood.txt,771039609.0,Red Riding Hood,2011.0,10.0,39.0
830,Reindeer Games,Feb-00,,http://www.imsdb.com//scripts/Reindeer-Games.html,raw_Script/Reindeer Games.txt,16279.0,Reindeer Games (Deception),2000.0,25.0,28.0
832,Remember Me,10-Mar,9-Apr,http://www.imsdb.com//scripts/Remember-Me.html,raw_Script/Remember Me.txt,770860248.0,Remember Me,1985.0,-1.0,50.0
833,"Replacements, The",,Feb-99,"http://www.imsdb.com//scripts/Replacements,-The.html","raw_Script/Replacements, The.txt",10271.0,The Replacements,2000.0,40.0,67.0
834,Repo Man,Mar-84,,http://www.imsdb.com//scripts/Repo-Man.html,raw_Script/Repo Man.txt,16154.0,Repo Man,1984.0,98.0,79.0
835,"Rescuers Down Under, The",,Nov-90,"http://www.imsdb.com//scripts/Rescuers-Down-Under,-The.html","raw_Script/Rescuers Down Under, The.txt",9505.0,The Rescuers Down Under,1990.0,68.0,68.0
836,Reservoir Dogs,,Oct-90,http://www.imsdb.com//scripts/Reservoir-Dogs.html,raw_Script/Reservoir Dogs.txt,14978.0,Reservoir Dogs,1992.0,92.0,94.0
839,Revolutionary Road,8-Dec,,http://www.imsdb.com//scripts/Revolutionary-Road.html,raw_Script/Revolutionary Road.txt,770674037.0,Revolutionary Road,2008.0,68.0,71.0
841,Rise of the Guardians,12-Nov,12-Sep,http://www.imsdb.com//scripts/Rise-of-the-Guardians.html,raw_Script/Rise of the Guardians.txt,771229644.0,Rise of the Guardians,2012.0,74.0,81.0
